STDZD_PROP_CITY,state,minlat,maxlat,minlon,maxlon
BARTON,MD,39.504615,39.604381,-79.116007,-78.989031
BEALLSVILLE,MD,39.163654,39.19408,-77.442303,-77.394318
BEL AIR,MD,39.477611,39.624481,-76.398796,-76.246384
BEL ALTON,MD,38.449183,38.477589,-77.003635,-76.955429
BELCAMP,MD,39.466635,39.484135,-76.255783,-76.223511
BELTSVILLE,MD,39.023705,39.075336,-76.953537,-76.864647
BENEDICT,MD,38.513005,38.515945,-76.680014,-76.678133
BERLIN,MD,38.213009,38.407501,-75.35709,-75.112328
BETHESDA,MD,38.938984,39.030969,-77.205116,-77.083488
BETTERTON,MD,39.361099,39.370998,-76.106859,-76.053429
BIG POOL,MD,39.613212,39.693378,-78.061661,-77.98391
BISHOPVILLE,MD,38.395378,38.451411,-75.253159,-75.098923
BITTINGER,MD,39.5747,39.631754,-79.246363,-79.2003
BIVALVE,MD,38.27848,38.31234,-75.902153,-75.874092
BLADENSBURG,MD,38.933315,38.952911,-76.940834,-76.910843
BLOOMINGTON,MD,39.474419,39.48597,-79.08593,-79.069229
BOONSBORO,MD,39.45454,39.577679,-77.783447,-77.606194
BORING,MD,39.5316,39.5316,-76.823,-76.823
BOWIE,MD,38.890263,39.025429,-76.844963,-76.679939
BOYDS,MD,39.126743,39.245271,-77.372852,-77.250237
BOZMAN,MD,38.730019,38.774899,-76.30278,-76.265556
BRANDYWINE,MD,38.565394,38.732216,-76.95533,-76.693835
BRENTWOOD,MD,38.931831,38.948483,-76.961998,-76.941666
BRINKLOW,MD,39.166302,39.191891,-77.029686,-77.011292
BROOKEVILLE,MD,39.158443,39.26646,-77.101446,-77.00016
BROOKLYN,MD,39.204456,39.400499,-76.64315,-76.590813
BROOMES ISLAND,MD,38.405273,38.427258,-76.553291,-76.541115
BROWNSVILLE,MD,39.3821,39.382332,-77.660758,-77.6604
BRUNSWICK,MD,39.309616,39.331743,-77.641663,-77.607399
BRYANS ROAD,MD,38.617702,38.688011,-77.114647,-77.050024
BRYANTOWN,MD,38.526072,38.561901,-76.877625,-76.820808
BURKITTSVILLE,MD,39.388931,39.39587,-77.631416,-77.622742
BURTONSVILLE,MD,39.075685,39.133624,-76.955673,-76.912201
BUSHWOOD,MD,38.250599,38.313148,-76.8124,-76.76178
BUTLER,MD,39.535,39.535,-76.7274,-76.7274
CABIN JOHN,MD,38.97146,38.982834,-77.170723,-77.149924
CALIFORNIA,MD,38.238838,38.333172,-76.570407,-76.475471
CALLAWAY,MD,38.210566,38.248241,-76.543091,-76.50559
CAMBRIDGE,MD,38.36624,38.625965,-76.301613,-75.901482
CAPITOL HEIGHTS,MD,38.8541,38.91467,-76.944092,-76.839678
CASCADE,MD,39.680351,39.720322,-77.522995,-77.464996
CATONSVILLE,MD,39.23801,39.310265,-76.785255,-76.609741
CAVETOWN,MD,39.6442,39.6442,-77.5853,-77.5853
CECILTON,MD,39.398843,39.409225,-75.874773,-75.859854
CENTREVILLE,MD,38.957321,39.156181,-76.171925,-75.886124
CHAPTICO,MD,38.29084,38.369091,-76.838432,-76.751606
CHARLESTOWN,MD,39.56865,39.578055,-75.98588,-75.970066
CHARLOTTE HALL,MD,38.398622,38.512821,-76.929518,-76.710152
CHELTENHAM,MD,38.732857,38.753314,-76.843277,-76.819473
CHESAPEAKE BEACH,MD,38.612198,38.708233,-76.566055,-76.514056
CHESAPEAKE CITY,MD,39.467475,39.537949,-75.924507,-75.777
CHESTER,MD,38.906361,38.98888,-76.310638,-76.248741
CHESTERTOWN,MD,39.105869,39.289753,-76.24324,-75.914978
CHEVY CHASE,MD,38.956575,39.009594,-77.112015,-77.047523
CHEWSVILLE,MD,39.6428,39.6428,-77.6349,-77.6349
CHURCH CREEK,MD,38.321758,38.508732,-76.276413,-76.124648
CHURCH HILL,MD,39.078749,39.178452,-76.044907,-75.878304
CHURCHTON,MD,38.787736,38.826699,-76.555275,-76.510208
CHURCHVILLE,MD,39.532627,39.59491,-76.273972,-76.195694
CLAIBORNE,MD,38.829009,38.855855,-76.279839,-76.26196
CLARKSBURG,MD,39.21764,39.315319,-77.340998,-77.236298
CLARKSVILLE,MD,39.161499,39.242598,-77.004272,-76.890488
CLEAR SPRING,MD,39.60492,39.721859,-78.001373,-77.820389
CLEMENTS,MD,38.296856,38.352232,-76.766571,-76.688637
CLINTON,MD,38.692052,38.789864,-76.978509,-76.843686
COBB ISLAND,MD,38.255836,38.268906,-76.862856,-76.838463
COCKEYSVILLE,MD,39.447662,39.534496,-76.732766,-76.590279
COLLEGE PARK,MD,38.971912,39.02792,-76.95546,-76.900573
COLORA,MD,39.639271,39.69553,-76.127693,-76.0677
COLTONS POINT,MD,38.223518,38.245411,-76.778862,-76.745163
COLUMBIA,MD,39.150139,39.238893,-76.922562,-76.794243
CONOWINGO,MD,39.63615,39.721119,-76.212474,-76.112183
COOKSVILLE,MD,39.306717,39.351299,-77.031372,-76.988403
CORDOVA,MD,38.807373,38.926121,-76.070359,-75.92852
CORRIGANVILLE,MD,39.6931,39.6931,-78.792,-78.792
CRAPO,MD,38.305408,38.379539,-76.137962,-76.06353
CRISFIELD,MD,37.956409,38.0281,-75.864273,-75.803871
CROCHERON,MD,38.23616,38.24447,-76.061363,-76.050789
CROFTON,MD,38.99092,39.033552,-76.702988,-76.658951
CROWNSVILLE,MD,38.986366,39.076271,-76.655754,-76.557875
CRUMPTON,MD,39.233899,39.241783,-75.931695,-75.915885
CUMBERLAND,MD,39.550306,39.722078,-78.867536,-78.646194
CURTIS BAY,MD,39.163851,39.243008,-76.599947,-76.518093
DAMASCUS,MD,39.239521,39.331413,-77.264717,-77.164489
DAMERON,MD,38.12067,38.173649,-76.3713,-76.32711
DARLINGTON,MD,39.601442,39.694949,-76.282043,-76.164864
DAVIDSONVILLE,MD,38.889354,38.985518,-76.691566,-76.587892
DAYTON,MD,39.216484,39.260537,-77.027351,-76.978638
DEAL ISLAND,MD,38.127129,38.20293,-75.958923,-75.884587
DEALE,MD,38.770779,38.80741,-76.595373,-76.530914
DELMAR,MD,38.413873,38.491058,-75.711121,-75.432539
DENTON,MD,38.743206,38.923241,-75.947502,-75.722816
DERWOOD,MD,39.10242,39.183807,-77.165901,-77.095787
DHS,MD,39.342,39.342,-77.0649,-77.0649
DICKERSON,MD,39.115728,39.28662,-77.517644,-77.317399
DISTRICT HEIGHTS,MD,38.830109,38.875114,-76.918092,-76.853546
DOWELL,MD,38.331158,38.344947,-76.45474,-76.451562
DRAYDEN,MD,38.141804,38.205109,-76.498705,-76.443629
DUNDALK,MD,39.233971,39.288544,-76.534889,-76.450722
DUNKIRK,MD,38.701711,38.781663,-76.69249,-76.596046
EARLEVILLE,MD,39.36816,39.474899,-76.040225,-75.860994
EAST NEW MARKET,MD,38.5502,38.630711,-76.002617,-75.879498
EASTON,MD,38.704519,38.881811,-76.192593,-75.908673
ECKHART MINES,MD,39.6516,39.6516,-78.9007,-78.9007
EDEN,MD,38.21551,38.339199,-75.753309,-75.547362
EDGEWATER,MD,38.872169,38.976665,-76.596569,-76.490303
EDGEWOOD,MD,39.411053,39.456791,-76.329971,-76.249405
ELK MILLS,MD,39.6586,39.6586,-75.8263,-75.8263
ELKRIDGE,MD,39.1726,39.238419,-76.797679,-76.701988
ELKTON,MD,39.51281,39.721951,-75.950958,-75.784172
ELLERSLIE,MD,39.7205,39.7205,-78.7744,-78.7744
ELLICOTT CITY,MD,39.19698,39.315117,-76.984192,-76.760338
EMMITSBURG,MD,39.632118,39.719868,-77.424622,-77.248367
ESSEX,MD,39.252445,39.338741,-76.4897,-76.382072
EWELL,MD,37.970661,37.996159,-76.04332,-76.028412
FAIRPLAY,MD,39.532871,39.568569,-77.802209,-77.733192
FALLSTON,MD,39.479468,39.585251,-76.513694,-76.358627
FAULKNER,MD,38.408095,38.450802,-76.982521,-76.938302
FEDERALSBURG,MD,38.623619,38.826809,-75.876007,-75.707916
FINKSBURG,MD,39.441567,39.562405,-76.946884,-76.874146
FISHING CREEK,MD,38.255562,38.33403,-76.232613,-76.174797
FLINTSTONE,MD,39.639145,39.722842,-78.651164,-78.392523
FOREST HILL,MD,39.543453,39.628468,-76.471092,-76.315804
FORK,MD,39.467121,39.475739,-76.460197,-76.442413
FORT GEORGE G MEADE,MD,39.111974,39.1202,-76.764321,-76.7359
FORT HOWARD,MD,39.206,39.206,-76.4449,-76.4449
FORT WASHINGTON,MD,38.698002,38.814419,-77.030861,-76.925056
FREDERICK,MD,39.286102,39.575334,-77.524307,-77.2342
FREELAND,MD,39.655132,39.720863,-76.782135,-76.651512
FRIENDSHIP,MD,38.72164,38.750633,-76.623604,-76.545212
FRIENDSVILLE,MD,39.557121,39.7211,-79.477564,-79.340284
FROSTBURG,MD,39.567007,39.722542,-79.083282,-78.86089
FRUITLAND,MD,38.305321,38.338161,-75.643311,-75.597938
FULTON,MD,39.13353,39.186882,-76.954353,-76.8966
GAITHERSBURG,MD,39.063457,39.289043,-77.294464,-77.076752
GALENA,MD,39.27634,39.38002,-75.897782,-75.764918
GALESVILLE,MD,38.841742,38.84664,-76.551995,-76.539361
GAMBRILLS,MD,38.96365,39.08633,-76.701876,-76.625565
GARRETT PARK,MD,39.030704,39.040352,-77.09832,-77.088425
GEORGETOWN,MD,39.3652,39.365414,-75.8831,-75.8829
GERMANTOWN,MD,39.068932,39.253277,-77.336716,-77.201492
GIBSON ISLAND,MD,39.064427,39.0864,-76.443753,-76.422619
GIRDLETREE,MD,38.078906,38.130918,-75.435898,-75.341087
GLEN ARM,MD,39.413567,39.490284,-76.541405,-76.457108
GLEN BURNIE,MD,39.120499,39.205109,-76.671515,-76.531203
GLEN ECHO,MD,38.965004,38.97178,-77.144867,-77.137238
GLENELG,MD,39.234105,39.285378,-77.03849,-76.986862
GLENN DALE,MD,38.957072,39.009714,-76.833778,-76.785988
GLENWOOD,MD,39.256071,39.306553,-77.054558,-76.99704
GLYNDON,MD,39.469067,39.477699,-76.819287,-76.80878
GOLDSBORO,MD,38.995283,39.055302,-75.88015,-75.736742
GRANTSVILLE,MD,39.551216,39.722274,-79.312347,-79.022636
GRASONVILLE,MD,38.89917,38.979889,-76.24543,-76.17041
GREAT MILLS,MD,38.198399,38.292389,-76.514259,-76.470871
GREENBELT,MD,38.979939,39.014534,-76.903165,-76.858318
GREENSBORO,MD,38.918461,39.011347,-75.854233,-75.733528
GWYNN OAK,MD,39.290104,39.358315,-76.746346,-76.682716
HAGERSTOWN,MD,39.561348,39.721809,-77.846992,-77.565987
HALETHORPE,MD,39.220215,39.268742,-76.723389,-76.63121
HAMPSTEAD,MD,39.550426,39.677564,-76.921822,-76.775742
HANCOCK,MD,39.62775,39.722858,-78.345002,-78.053078
HANOVER,MD,39.132656,39.20665,-76.759132,-76.684669
HARMANS,MD,39.152363,39.163422,-76.704475,-76.697738
HARWOOD,MD,38.833044,38.910197,-76.688126,-76.526294
HAVRE DE GRACE,MD,39.499302,39.61001,-76.228104,-76.083817
HEBRON,MD,38.370765,38.446738,-75.809888,-75.654361
HENDERSON,MD,39.025631,39.112011,-75.899483,-75.741227
HIGHLAND,MD,39.148731,39.199989,-77.001198,-76.940002
HOLLYWOOD,MD,38.292931,38.395779,-76.643665,-76.497452
HUGHESVILLE,MD,38.498188,38.557262,-76.88842,-76.678497
HUNTINGTOWN,MD,38.558812,38.667801,-76.672447,-76.511948
HURLOCK,MD,38.578049,38.699249,-75.946411,-75.782705
HYATTSVILLE,MD,38.889301,39.039433,-76.998909,-76.850021
HYDES,MD,39.460772,39.503841,-76.521141,-76.412903
IJAMSVILLE,MD,39.285416,39.393452,-77.355446,-77.254562
INDIAN HEAD,MD,38.4911,38.63356,-77.25182,-77.071152
INGLESIDE,MD,39.09145,39.138519,-75.8884,-75.86174
IRONSIDES,MD,38.4916,38.4916,-77.16,-77.16
ISSUE,MD,38.295235,38.31089,-76.924141,-76.905678
JARRETTSVILLE,MD,39.568027,39.653606,-76.519615,-76.392105
JEFFERSON,MD,39.285854,39.41848,-77.644028,-77.499883
JESSUP,MD,39.132401,39.174579,-76.84037,-76.736641
JOPPA,MD,39.395556,39.503738,-76.388313,-76.315048
KEEDYSVILLE,MD,39.385422,39.509701,-77.7495,-77.66011
KENNEDYVILLE,MD,39.269271,39.371861,-76.024747,-75.89299
KENSINGTON,MD,39.008968,39.044945,-77.108253,-77.051954
KEYMAR,MD,39.538254,39.653005,-77.314873,-77.203384
KINGSVILLE,MD,39.414036,39.483212,-76.454987,-76.378624
KITZMILLER,MD,39.37141,39.43993,-79.250926,-79.16943
KNOXVILLE,MD,39.315068,39.405169,-77.742348,-77.570618
LA PLATA,MD,38.422946,38.608124,-77.159363,-76.857574
LADIESBURG,MD,39.5781,39.5781,-77.262,-77.262
LANHAM,MD,38.926712,38.994084,-76.89438,-76.814972
LAUREL,MD,39.005569,39.166767,-76.926917,-76.776215
LEONARDTOWN,MD,38.182659,38.374741,-76.727283,-76.520704
LEXINGTON PARK,MD,38.156508,38.317539,-76.502449,-76.359528
LINKWOOD,MD,38.51955,38.55204,-75.967949,-75.923241
LINTHICUM HEIGHTS,MD,39.193595,39.229597,-76.694212,-76.641494
LITTLE ORLEANS,MD,39.620034,39.720895,-78.4313,-78.32494
LONACONING,MD,39.51148,39.682098,-79.074852,-78.941782
LONG GREEN,MD,39.4727,39.4727,-76.5233,-76.5233
LOTHIAN,MD,38.756961,38.846951,-76.706335,-76.588257
LOVEVILLE,MD,38.331459,38.353474,-76.68346,-76.675851
LUKE,MD,39.473422,39.478854,-79.063627,-79.056772
LUSBY,MD,38.321239,38.444828,-76.49794,-76.382523
LUTHERVILLE TIMONIUM,MD,39.399719,39.469937,-76.721916,-76.586494
MADISON,MD,38.476594,38.5145,-76.279926,-76.201366
MANCHESTER,MD,39.639637,39.720615,-76.94101,-76.733368
MARBURY,MD,38.551567,38.577438,-77.180588,-77.129376
MARDELA SPRINGS,MD,38.405022,38.533776,-75.812899,-75.6989
MARION STATION,MD,37.961411,38.076118,-75.80925,-75.638268
MARRIOTTSVILLE,MD,39.291222,39.391899,-76.949593,-76.864021
MARYDEL,MD,39.075218,39.196272,-75.811119,-75.745361
MARYLAND LINE,MD,39.7141,39.7141,-76.6541,-76.6541
MASSEY,MD,39.30109,39.339534,-75.845061,-75.785187
MAUGANSVILLE,MD,39.69313,39.703057,-77.752708,-77.740967
MAYO,MD,38.8952,38.8952,-76.5115,-76.5115
MC HENRY,MD,39.523911,39.594987,-79.473419,-79.277984
MCDANIEL,MD,38.794411,38.826141,-76.30072,-76.263611
MECHANICSVILLE,MD,38.344238,38.501911,-76.857292,-76.603834
MIDDLE RIVER,MD,39.298531,39.380978,-76.465997,-76.338493
MIDDLETOWN,MD,39.376385,39.505844,-77.634216,-77.500999
MILLERSVILLE,MD,39.040688,39.130367,-76.655957,-76.572014
MILLINGTON,MD,39.20504,39.293159,-75.98423,-75.757668
MONKTON,MD,39.526535,39.618927,-76.673317,-76.509254
MONROVIA,MD,39.314674,39.380463,-77.289406,-77.217537
MONTGOMERY VILLAGE,MD,39.152672,39.197277,-77.222221,-77.151939
MOUNT AIRY,MD,39.281997,39.479664,-77.242593,-77.064514
MOUNT RAINIER,MD,38.9312,38.952129,-76.976768,-76.956352
MOUNT SAVAGE,MD,39.676741,39.722274,-78.908358,-78.807019
MOUNT VICTORIA,MD,38.3533,38.3533,-76.8961,-76.8961
MYERSVILLE,MD,39.477379,39.600655,-77.614126,-77.498894
NANJEMOY,MD,38.362471,38.49905,-77.267067,-77.121094
NANTICOKE,MD,38.241772,38.27993,-75.912003,-75.892278
NEAVITT,MD,38.7264,38.7264,-76.2863,-76.2863
NEW MARKET,MD,39.38118,39.433804,-77.333923,-77.224533
NEW WINDSOR,MD,39.457611,39.571653,-77.166687,-77.028267
NEWARK,MD,38.21067,38.294092,-75.361386,-75.243263
NEWBURG,MD,38.267151,38.44925,-76.992253,-76.836914
NORTH BEACH,MD,38.702505,38.72776,-76.547363,-76.526768
NORTH EAST,MD,39.457371,39.702301,-76.009071,-75.894577
NOTTINGHAM,MD,39.354656,39.421352,-76.533577,-76.453484
OAKLAND,MD,39.205815,39.556,-79.487066,-79.258278
OCEAN CITY,MD,38.323978,38.451339,-75.143791,-75.050237
ODENTON,MD,39.001477,39.112011,-76.745049,-76.681361
OLDTOWN,MD,39.525794,39.664994,-78.704594,-78.456065
OLNEY,MD,39.120064,39.183002,-77.110596,-77.042534
OWINGS,MD,38.641956,38.747555,-76.687338,-76.539803
OWINGS MILLS,MD,39.382339,39.4768,-76.876525,-76.702301
OXFORD,MD,38.66489,38.712761,-76.175323,-76.075691
OXON HILL,MD,38.779398,38.834653,-77.016336,-76.962649
PARK HALL,MD,38.214878,38.228081,-76.453072,-76.409103
PARKTON,MD,39.580627,39.721249,-76.776489,-76.56974
PARKVILLE,MD,39.358795,39.423477,-76.578957,-76.479324
PARSONSBURG,MD,38.301498,38.451908,-75.534401,-75.396923
PASADENA,MD,39.079852,39.171761,-76.597891,-76.423993
PERRY HALL,MD,39.378777,39.432972,-76.487709,-76.418991
PERRYMAN,MD,39.4662,39.4662,-76.2016,-76.2016
PERRYVILLE,MD,39.539509,39.595798,-76.084541,-75.986412
PHOENIX,MD,39.464252,39.538563,-76.631236,-76.521439
PIKESVILLE,MD,39.353848,39.410923,-76.785248,-76.667999
PINEY POINT,MD,38.10471,38.158262,-76.52948,-76.466629
PITTSVILLE,MD,38.29192,38.451938,-75.438764,-75.360848
POCOMOKE CITY,MD,37.999457,38.177341,-75.649963,-75.433425
POINT OF ROCKS,MD,39.274254,39.291058,-77.540382,-77.518573
POMFRET,MD,38.552853,38.60236,-77.041604,-76.977165
POOLESVILLE,MD,39.070099,39.16898,-77.467445,-77.330467
PORT DEPOSIT,MD,39.586223,39.671188,-76.149712,-76.012688
PORT REPUBLIC,MD,38.450081,38.53436,-76.594673,-76.49485
PORT TOBACCO,MD,38.460195,38.541511,-77.088043,-76.998207
POTOMAC,MD,38.978912,39.081532,-77.317795,-77.15303
PRESTON,MD,38.678509,38.823479,-76.001901,-75.845161
PRICE,MD,39.096741,39.096741,-75.957916,-75.957916
PRINCE FREDERICK,MD,38.452799,38.585758,-76.665695,-76.51564
PRINCESS ANNE,MD,38.107345,38.28138,-75.854958,-75.552315
PYLESVILLE,MD,39.669735,39.72086,-76.500977,-76.34153
QUANTICO,MD,38.2625,38.377541,-75.873032,-75.710548
QUEEN ANNE,MD,38.896049,39.011902,-76.064377,-75.910698
QUEENSTOWN,MD,38.85651,39.021858,-76.203842,-76.06482
RANDALLSTOWN,MD,39.357765,39.398739,-76.862358,-76.764605
RAWLINGS,MD,39.442427,39.561001,-78.983312,-78.859034
REISTERSTOWN,MD,39.420876,39.559509,-76.885033,-76.707321
RHODESDALE,MD,38.5183,38.63076,-75.906665,-75.718971
RIDGE,MD,38.0943,38.138618,-76.40596,-76.335861
RIDGELY,MD,38.903839,39.02029,-75.938057,-75.833298
RISING SUN,MD,39.625061,39.7219,-76.163689,-75.937622
RIVA,MD,38.940151,38.960887,-76.596153,-76.57263
RIVERDALE,MD,38.949627,38.974194,-76.942703,-76.892754
ROCK HALL,MD,39.048416,39.18955,-76.2743,-76.17318
ROCKVILLE,MD,39.023392,39.154179,-77.252796,-77.073586
ROCKY RIDGE,MD,39.5665,39.660831,-77.376478,-77.29834
ROHRERSVILLE,MD,39.383384,39.45779,-77.677277,-77.640762
ROSEDALE,MD,39.307014,39.380272,-76.538383,-76.448448
ROYAL OAK,MD,38.673458,38.742039,-76.238052,-76.172333
SABILLASVILLE,MD,39.627617,39.719921,-77.529228,-77.417867
SAINT INIGOES,MD,38.128185,38.174801,-76.426032,-76.372162
SAINT JAMES,MD,39.564,39.564,-77.7539,-77.7539
SAINT LEONARD,MD,38.400134,38.491032,-76.600586,-76.464256
SAINT MICHAELS,MD,38.738532,38.838001,-76.276894,-76.186729
SALISBURY,MD,38.267023,38.456841,-75.718597,-75.45546
SANDY SPRING,MD,39.128883,39.173859,-77.044136,-77.015342
SAVAGE,MD,39.13503,39.145851,-76.828545,-76.815176
SCOTLAND,MD,38.046456,38.100342,-76.367912,-76.322485
SEVERN,MD,39.081855,39.155535,-76.736778,-76.640466
SEVERNA PARK,MD,39.043969,39.103771,-76.61483,-76.516403
SHADY SIDE,MD,38.814774,38.852732,-76.530382,-76.492094
SHARPSBURG,MD,39.367893,39.526871,-77.844102,-77.703468
SHARPTOWN,MD,38.533849,38.5442,-75.724972,-75.705027
SHERWOOD,MD,38.726189,38.7711,-76.338287,-76.317207
SHOWELL,MD,38.396042,38.399547,-75.219742,-75.2141
SILVER SPRING,MD,38.983784,39.14642,-77.093208,-76.931114
SMITHSBURG,MD,39.578274,39.71973,-77.653671,-77.487206
SNOW HILL,MD,38.103531,38.28867,-75.56073,-75.2607
SOLOMONS,MD,38.316612,38.35247,-76.469856,-76.453682
SPARKS GLENCOE,MD,39.503143,39.58868,-76.751541,-76.616082
SPARROWS POINT,MD,39.208595,39.259129,-76.462349,-76.398117
SPENCERVILLE,MD,39.113811,39.136263,-76.987808,-76.952805
STEVENSON,MD,39.40012,39.430775,-76.73851,-76.679688
STEVENSVILLE,MD,38.837559,39.039612,-76.375381,-76.294083
STILL POND,MD,39.309871,39.365169,-76.069729,-76.024287
STOCKTON,MD,38.0084,38.074889,-75.462669,-75.3641
STREET,MD,39.617584,39.690987,-76.49649,-76.252205
SUBURB MARYLAND FAC,MD,39.1412,39.1412,-77.1901,-77.1901
SUDLERSVILLE,MD,39.13932,39.238079,-75.978057,-75.753517
SUITLAND,MD,38.804188,38.865475,-76.956857,-76.879406
SUNDERLAND,MD,38.64014,38.68615,-76.612267,-76.555008
SWANTON,MD,39.425339,39.581558,-79.317688,-79.092056
SYKESVILLE,MD,39.311558,39.474778,-77.05687,-76.888918
TAKOMA PARK,MD,38.966743,38.997961,-77.021217,-76.981285
TALL TIMBERS,MD,38.14838,38.175861,-76.546173,-76.507942
TANEYTOWN,MD,39.594341,39.719959,-77.284555,-77.068825
TEMPLE HILLS,MD,38.772137,38.850969,-76.975136,-76.897868
THURMONT,MD,39.517567,39.682384,-77.508095,-77.350138
TILGHMAN,MD,38.680302,38.72163,-76.34552,-76.323723
TODDVILLE,MD,38.238496,38.307369,-76.103659,-76.043043
TOWSON,MD,39.28941,39.434036,-76.70094,-76.548187
TRACYS LANDING,MD,38.739458,38.79058,-76.599482,-76.554382
TRAPPE,MD,38.581146,38.72541,-76.152657,-75.960487
TUSCARORA,MD,39.249604,39.275681,-77.526922,-77.468539
TYASKIN,MD,38.262589,38.327671,-75.889198,-75.790482
UNION BRIDGE,MD,39.445766,39.624275,-77.262109,-77.106331
UPPER FALLS,MD,39.421698,39.449732,-76.410385,-76.3839
UPPER MARLBORO,MD,38.697041,38.944324,-76.868065,-76.676544
UPPERCO,MD,39.517398,39.612686,-76.873283,-76.743721
VALLEY LEE,MD,38.166199,38.213645,-76.53614,-76.481522
VIENNA,MD,38.301885,38.558819,-76.016167,-75.775468
WALDORF,MD,38.547799,38.687983,-77.035805,-76.762558
WALKERSVILLE,MD,39.447979,39.531479,-77.388053,-77.293373
WARWICK,MD,39.374069,39.491531,-75.860403,-75.770209
WASHINGTON GROVE,MD,39.134785,39.143066,-77.178329,-77.168434
WELCOME,MD,38.455383,38.507383,-77.127689,-77.041589
WEST FRIENDSHIP,MD,39.26514,39.319168,-77.007902,-76.936478
WEST RIVER,MD,38.814552,38.865024,-76.602591,-76.532264
WESTERNPORT,MD,39.445157,39.526569,-79.087486,-78.968159
WESTMINSTER,MD,39.44038,39.720341,-77.119957,-76.891891
WESTOVER,MD,38.0266,38.160107,-75.865643,-75.611519
WHALEYVILLE,MD,38.371757,38.440129,-75.33171,-75.243402
WHITE HALL,MD,39.604778,39.720749,-76.65564,-76.486618
WHITE MARSH,MD,39.366386,39.415802,-76.438784,-76.387449
WHITE PLAINS,MD,38.568695,38.621449,-77.045588,-76.9218
WHITEFORD,MD,39.684798,39.721284,-76.413872,-76.245583
WILLARDS,MD,38.32901,38.451599,-75.40126,-75.314231
WILLIAMSPORT,MD,39.52055,39.656921,-77.885797,-77.768013
WINDSOR MILL,MD,39.301117,39.364032,-76.828011,-76.744977
WINGATE,MD,38.272541,38.308281,-76.105263,-76.068253
WITTMAN,MD,38.767471,38.81517,-76.321747,-76.281491
WOODBINE,MD,39.268051,39.441753,-77.1474,-77.009506
WOODSBORO,MD,39.504089,39.572159,-77.35273,-77.231327
WOODSTOCK,MD,39.30344,39.374699,-76.896403,-76.816391
WOOLFORD,MD,38.471378,38.535149,-76.219612,-76.160919
WORTON,MD,39.25872,39.361122,-76.167542,-76.016434
WYE MILLS,MD,38.88821,38.941582,-76.103981,-76.0628
ABBOT,ME,45.141943,45.366197,-69.6691,-69.404149
ACTON,ME,43.441354,43.612916,-70.974865,-70.858959
ADDISON,ME,44.500601,44.644151,-67.7545,-67.641272
ALBION,ME,44.464197,44.579111,-69.510791,-69.375071
ALFRED,ME,43.4187,43.571009,-70.793134,-70.574723
ALNA,ME,44.051386,44.1169,-69.675758,-69.575036
ANDOVER,ME,44.566421,44.67667,-70.848852,-70.73447
ANSON,ME,44.6983,44.865512,-70.022666,-69.887215
ASHLAND,ME,46.4744,46.739971,-68.480925,-68.306091
ATHENS,ME,44.912306,45.0019,-69.7414,-69.548033
AUBURN,ME,43.979809,44.197662,-70.313467,-70.137945
AUGUSTA,ME,44.233622,44.512691,-69.830881,-69.63132
AURORA,ME,44.821955,44.949204,-68.333506,-68.267755
BAILEY ISLAND,ME,43.719107,43.748424,-70.004106,-69.987648
BAILEYVILLE,ME,44.998099,45.244234,-67.587831,-67.312008
BANGOR,ME,44.7629,44.955715,-68.97257,-68.699534
BAR HARBOR,ME,44.2947,44.442232,-68.388124,-68.179767
BASS HARBOR,ME,44.232231,44.256392,-68.353881,-68.335426
BATH,ME,43.82333,43.978628,-69.890427,-69.770036
BELFAST,ME,44.377983,44.570859,-69.153719,-68.958807
BELGRADE,ME,44.394937,44.576332,-69.908969,-69.765422
BELGRADE LAKES,ME,44.5102,44.5102,-69.8505,-69.8505
BENEDICTA,ME,45.7924,45.850696,-68.4259,-68.3663
BERNARD,ME,44.238785,44.261833,-68.399594,-68.353456
BERWICK,ME,43.240269,43.36054,-70.913629,-70.764462
BETHEL,ME,44.240766,44.490187,-71.015621,-70.68109
BIDDEFORD,ME,43.405189,43.587118,-70.613641,-70.349405
BINGHAM,ME,44.983135,45.149657,-70.029626,-69.7597
BIRCH HARBOR,ME,44.366099,44.391005,-68.043626,-68.031382
BLAINE,ME,46.4728,46.5071,-67.8711,-67.817736
BLUE HILL,ME,44.3524,44.501753,-68.680997,-68.490276
BOOTHBAY,ME,43.8685,43.939978,-69.679779,-69.577048
BOOTHBAY HARBOR,ME,43.8287,43.871941,-69.66178,-69.582695
BOWDOIN,ME,43.994698,44.122856,-70.03244,-69.900026
BOWDOINHAM,ME,43.970215,44.101828,-69.927452,-69.802223
BRADFORD,ME,45.030995,45.136258,-68.970602,-68.839856
BRADLEY,ME,44.823982,44.924768,-68.667658,-68.558118
BREMEN,ME,43.968688,44.061418,-69.488258,-69.392492
BREWER,ME,44.75409,44.819957,-68.785465,-68.690984
BRIDGEWATER,ME,46.374488,46.474202,-67.900474,-67.791988
BRIDGTON,ME,43.952888,44.1295,-70.8539,-70.649268
BRISTOL,ME,43.904917,44.006645,-69.538191,-69.465934
BROOKLIN,ME,44.229135,44.334417,-68.623136,-68.520875
BROOKS,ME,44.476676,44.652058,-69.19147,-69.080267
BROOKSVILLE,ME,44.313232,44.4183,-68.773871,-68.680525
BROOKTON,ME,45.5855,45.6361,-67.7142,-67.6581
BROWNFIELD,ME,43.887484,43.977521,-70.993136,-70.83938
